S/N,HCP CODE,NAME,ADDRESS,TYPE OF SERVICE,LGA,STATE,
4707,NW/0112,Graceland Specialist Hospital,"Kuchikau 1, Harafoam Street, Kuchikau, Nasarawa State.",,Karu,Nasarawa,
4708,NW/0113,Masaka Central Hospital,"100 royal college road, immediately after royal college, Masaka, Nasarawa State.",,Karu,Nasarawa,
4709,NW/0114,Ettal Clinic &Maternity,"Behind Alafam Filling Station by Primary Healthcare, Masaka, Nasarawa State.",,Karu,Nasarawa,
4710,NW/0115,Tafa Clinic & Maternity,"No 46, Old Karu Road, Mararaba, Nasarawa State",,Karu,Nasarawa,
4711,NW/0116,Olivet Medical Center,"Behind Police Barracks, National Supply, Lafia, Nasarawa State",,Lafia,Nasarawa,
4712,NW/0117,General Hospital Doma,"Agbashi Road, Doma, Nasarawa State.",,Doma,Nasarawa,
4713,NW/0118,Agu Hospital,"Jos Road, Opp Skye Bank, Lafia, Nasarawa State.",,Lafia,Nasarawa,
4714,OD/0001,"State Specialist Hospital,Ikare",Ikare Akoko,,Akure South,Ondo,
4715,OD/0002,Terebo Omowetan Hospital,"Beside Muslim Primary School Ese Quarters, Ikare Akoko",,Akoko North East,Ondo,
4716,OD/0004,Epinmi Basic Health Centre,"Epinmi, Ondo State",,Akoko South East,Ondo,
4717,OD/0005,Sijuwade Specialist Hospital,"10,SIJUWADE BAA-SEGUN RD, AKURE",,Akure North,Ondo,
4718,OD/0006,St. David's Hospital,OBA ADESIDA RD.AKURE,,Akure North,Ondo,
4719,OD/0007,St. John & Mary Hospital,2 Adebayo Onilane Isikan Allase Akure,,Akure North,Ondo,
4720,OD/0008,Ade-Tade Hospital,"5-7 Ade-Tade Str. Illesa Garrage, P.O.Box 3200, Akure",,Akure North,Ondo,
4721,OD/0009,Joe-Jane Medicine Centre,Okejebu Rd. Akure,,Akure North,Ondo,
4722,OD/0010,Abitoye Hospital,"101, Ijoka Road, Akure",,Akure North,Ondo,
4723,OD/0011,"State Specialist Hospital, Akure",Akure,,Akure North,Ondo,
4724,OD/0015,"State Specialist Hospital,Okitipupa",Okitipupa,,Okitipupa,Ondo,
4725,OD/0018,Federal Medical Centre - Owo,Owo,,Owo,Ondo,
4726,OD/0021,"State Specialist Hospital,Ondo",Ondo,,Akure North,Ondo,
4727,OD/0022,Oludare Hospital,"Fanibi Layout, Akure",,Akure North,Ondo,
4728,OD/0024,Tonike Medical And Physiotherapy,"No. 1 Oluwatuyi Olukayode House, Akure, Ondo State",Physiotherapy,Akure North,Ondo,
4729,OD/0025,Bot Pharmacy,Akure,Pharmacy,Akure South,Ondo,
4730,OD/0026,Mak Owoeye Pharmacy,Akure,Pharmacy,Akure South,Ondo,
4731,OD/0027,Tolfad Pharmacy,Akure,Pharmacy,Akure South,Ondo,
4732,OD/0028,Marc Idowu Pharmacy,Akure,Pharmacy,Akure South,Ondo,
4733,OD/0029,Chris Akinbinu Pharmacy,Akure,Pharmacy,Akure North,Ondo,
4734,OD/0030,Betak Pharmacy,Ikare Akoko,Pharmacy,Akoko North East,Ondo,
4735,OD/0031,Akinbinu Pharmacy,Ondo,Pharmacy,Ondo West,Ondo,
4736,OD/0032,Finolex Pharmacy,Ondo,Pharamacy,Ondo West,Ondo,
4737,OD/0033,Akunleyan Chemists,Ondo,Pharmacy,Ondo West,Ondo,
4738,OD/0035,Joymas Phsiotherapy,"Owo Road, Akure",Physiotherapy,Akure South,Ondo,
4739,OD/0036,Welfast Pharmacy,"135, Hospital Road, Akure",Pharmacy,Akure South,Ondo,
4740,OD/0037,Dele Pharmacy,No. 40 (Old 27) Ijebu Street Akure,Pharmacy,Akure South,Ondo,
4741,OD/0038,Dayjee Pharmacy,"37, Oba Adeshida Road",Pharmacy,Akure South,Ondo,
4742,OD/0039,De-Zubik Pharmaceutical Ltd,15 Ondo Road Akure,Pharmacy,Akure South,Ondo,
4743,OD/0040,Akunleyan Chemists,14 College Road Akure,Pharmacy,Akure North,Ondo,
4744,OD/0041,Tunde & Tunde Pharmacy,"5 Aguda Street Ijokodo, Okitipupa",Pharmacy,Okitipupa,Ondo,
4745,OD/0045,Adeyemi College Of Education Health Centre,Ondo State,,Akure North,Ondo,
4746,OD/0046,Roy Pharmacy,Akure,Pharmacy,Akure North,Ondo,
4747,OD/0047,Ayo Specialist Hospital,"Off Illesha Rd., Akure",O & G,Akure South,Ondo,
4748,OD/0049,"323 AR MRS, Akure","Akure, Ondo State",,Akure South,Ondo,
4749,OD/0050,Sick bay,"FOB Igbokoda, Ondo State",,Akure North,Ondo,
4750,OD/0052,Liberty Hospital & Maternity,"Oluwatunyi Quarters off Ijoko Road ,Akure",General Surgery,Akure South,Ondo,
4751,OD/0053,First Mercy Specialist Hospital,"19c Gbogi street, off Osa Adesida Road, Akure",,Akure South,Ondo,
4752,OD/0054,MOMAAK Specialist Hospital,"3 Lafe Inn way, Okuta Eleri",,Akure South,Ondo,
4753,OD/0055,J & E Fatunla Hospital,"11/13 Arisoyin layout Oke Arotitun (By IBIPRESS), Akure",,Akure South,Ondo,
4754,OD/0056,Christ Hospital,"5 Adeyemi College Road, Ondo",,Ondo West,Ondo,
4755,OD/0057,City Specialist Hospital,"56 Oke Arata street, Igbo-Oliki, Akure, Ondo State",,Akure South,Ondo,
4756,OD/0058,Adedewe Okunriboye Hospital,"Opposite Celestial Church, Ondo Road Bye pass, Akure",,Akure South,Ondo,
4757,OD/0059,Adelabu Hospital & Maternity Home,106 Sobe Road Ifon,,Ose,Ondo,
4758,OD/0060,Anthony Adeleke Memorial Hospital,"Okitipupa L. G. A, Ondo",,Okitipupa,Ondo,
4759,OD/0061,Laju Hospital,"Road 7 Fumbi Fagun crescent, Ondo",,Ondo West,Ondo,
4760,OD/0062,Ogunsusi Memorial Hospital,"1 Zion Estate, Ile-oluji",,Ileoluji/Okeigbo,Ondo,
4761,OD/0063,Emmanuel Clinic,"2 Towobola street, Akinjagunla",,Ondo West,Ondo,
4762,OD/0064,Fujah Specialist Hospital,"22, Adetutu Street, Opp. Isikan Market, Akure, Ondo State",,Akure South,Ondo,
4763,OD/0066,Standard Medical Diagnostic Laboratory,123 Hospital Rd Akure,Laboratory,Akure South,Ondo,
4764,OD/0068,Kibs Pharmacy,91 Oba adesida Rd Akure,Pharmacy,Akure South,Ondo,
4765,OD/0069,Stephens Eye & Medical Centre,7A Mode Street Yaba Ondo,Opthalmology,Ondo West,Ondo,
4766,OD/0072,E. M. Physiotheraphy Services,61 Brig Ademulegun Rd Ondo,Physiotheraphy,Ondo West,Ondo,
4767,OD/0073,DSS Clinic,"Akure, Ondo State",,Akure South,Ondo,
4768,OD/0074,"Police Clinics, Ondo",Ondo State,,Ondo West,Ondo,
4769,OD/0075,"Police Children School Clinic, Ondo",Ondo State,,Ondo West,Ondo,
4770,OD/0076,Federal University of Technology Health Centre,"Akure, Ondo State",,Akure North,Ondo,
4771,OD/0078,MIRACLE HOSPITAL,"17A IWEALEWA STREET, AKURE",,Akure South,Ondo,
4772,OD/0079,OLUMORIN SPECIALIST HOSPITAL,"OKUTA ELERINLA ESTATE,ILESHA ROAD,AKURE",,Akure South,Ondo,
4773,OD/0081,BABALOLA NINEWELLS SPEC. HOSPITAL,"46, ABITOYE STREET,OSHOKOTI LAYOUT,AKURE",,Akure South,Ondo,
4774,OD/0082,ARIF MEDICAL CENTER,BEHIND SABO MAIN MARKET ORE,,Odigbo,Ondo,
4775,OD/0083,SHEKINAH HOSPITALS,"BEHIND OLD OWO GARAGE, OFF EL-SHADDAI RD. AKURE",,Akure South,Ondo,
4776,OD/0084,OKE ROYAL HOSPITAL,"CJO-8, OLORUNSHOGO STREET,IKARE-AKOKO",,Akoko North East,Ondo,
4777,OD/0085,AJIBOYE HOSPITAL,"78, ADEMULEGU ROAD, ONDO",,Ondo West,Ondo,
4778,OD/0086,INLAND MEDICAL CENTER,"2, OLANIPEKUN LANE,BEHIND GEN. HOSPITAL, IKARE-AKOKO",,Akoko North East,Ondo,
4779,OD/0087,ROTSAM CLINIC,"FUTA AREA, AKURE",,Akure South,Ondo,
4780,OD/0088,BABALOLA MEDICAL CENTER,"21, HOSPITAL RD, ONDO TOWN",,Ondo West,Ondo,
4781,OD/0097,PHELAB MEDICAL LAB.,"1&2A ONDO BYE PASS, OFF OYEMEKUN ROAD, AKURE",LABORATORY,Akure South,Ondo,
4782,OD/0098,HALLMARK MEDICAL LAB.SERVICES,"57B, ARAKARE RD.,AKURE",LABORATORY,Akure South,Ondo,
4783,OD/0100,Afro Mosco Pharmacy,IKARE AKOKO HOSPITAL ROAD,PHARMACY,Akoko North East,Ondo,
4784,OD/0101,"19 BN MRS, Okitipupa",Okitipupa,,Okitipupa,Ondo,
4785,OD/0103,Ndubuisi Hospital & Maternity,"Epetimehin Close, Off Brig Ademulegun Road, Ondo",,Ondo West,Ondo,
4786,OD/0104,Wole Ayo Hospital Ltd,"4 Olorunsogo Street off Brigadier Ademulegun Road, Ondo",,Ondo West,Ondo,
4787,OD/0105,Kharis Medical Centre,"2 Ondo Bye-Pass JUT, Oyeme Road",,Akure South,Ondo,
4788,OD/0108,Sckye Hospital Ltd,"83B Oba Adesida Road, Akure",,Akure South,Ondo,
4789,OD/0109,Gloryfield Hospital,"Ondo Road, Ore",,Odigbo,Ondo,
4790,OD/0111,Tomisan Specialist Eye Clinic,"Within Joe Jane Medical Centre, Akure",,Akure South,Ondo,
4791,OD/0113,"General Hospital, Ile Oluji","Ile Oluji, Ondo State",,Ileoluji/Okeigbo,Ondo,
4792,OD/0114,General Hospital,"Opp Anglican Grammar School, Oke-Ogbe, Iju-Itaogbolu, Ondo State",,Akure North,Ondo,
4793,OD/0115,Olatunde Medical Centre,"Adelae Crescent, off Agunloye Street, Ondo Rd, Akure",,Akure South,Ondo,
4794,OD/0116,Simion Medical Centre,"22, Lafa way, off Ilesa rd, Akure, Ondo State",,Akure South,Ondo,
4795,OD/0117,Eniola Medical Clinic,"Building 2, York City Close, Ago Itunu, Ondo",,Ondo West,Ondo,
4796,OD/0118,General Hospital Igbokoda,"Omomira Street, Igbokoda",,Ilaje,Ondo,
4797,OD/0119,National Institute for Educational Planning & Admin Health C,"KLM 4, Laje Road, Ondo",,Ondo West,Ondo,
4798,OD/0120,Opeyemi Medical Clinics Limited,"Sagamu-Benin Express Way, Opp Ade Super Petroleum Ore",,Odigbo,Ondo,
4799,OD/0121,Obanoyen Clinic Hospital,"53, Irugbe street, Ijebu Owo, Ondo state",,Owo,Ondo,
4800,OD/0122,Hopeland Specialist Medical Center,"1, Arikawe Street, Akure, Ondo state",,Akure South,Ondo,
4801,OD/0123,The Catholic Hospital,"Off Adeyemi college of Education rd, Oke-odunwo, Ondo",,Ondo West,Ondo,
4802,OD/0124,Omololu Hospital,"2, Akinjo Street, Oshokoti Layout, Oke-Ijebu, Akure",,Akure South,Ondo,
4803,OD/0125,St Louis Catholic Hospital,"Owo Hospital Rd, Oke Ogun area, Owo, Ondo State",,Owo,Ondo,
4804,OD/0126,Rainbow Medical center,"9, Joy street, Ore, Ondo State",,Odigbo,Ondo,
4805,OD/0127,Victory Specialist Hospital,"4, Victory Street, Ibitayo Estate, Ondo",,Ondo West,Ondo,
4806,OD/0128,Ibukun Olu Ayo Hospital,"Off Ikoya Rd, Maryland Hotel, Okitipupa, Ondo",,Okitipupa,Ondo,
4807,OD/0129,Akintan Memorila Hospital,"L/016A, Owolabo, Street, Ikare, Akoko, Ondo",,Akoko South West,Ondo,
4808,OD/0130,Ola Jesu Medical Clinic,"King Emmanuel Rd, Ore, Ondo",,Odigbo,Ondo,
4809,OD/0131,Owoyemi Specialist Hospital,"5, Oshinle road, Akure-ondo, Olu Kayode roundabout, Akure, Ondo State.",,Akure South,Ondo,
4810,OD/0132,Joladet Clinic,"9, Araromi Street, Owo, Ondo State.",,Owo,Ondo,
4811,OD/0133,Dec Medical Clinic,"No 4, Grace Ibitola Street, Ore, Ondo State.",,Odigbo,Ondo,
4812,OG/0001,"Federal Medical Centre, Abeokuta","Bisi Onabanjo Way, Idi-Aba, Abeokuta, Ogun State",,Abeokuta South,Ogun,
4813,OG/0002,Mercy Group Clinics,"Back Of Uba Building Pansheke, Ibara, Abeokuta",,Abeokuta South,Ogun,
4814,OG/0004,Femtob Specialist Hospital,"No. 5 Obileye Street, Gra, Ijebu-Ode",,Ijebu Ode,Ogun,
4815,OG/0005,Egba Medical Centre,"Ishabu, Abeokuta",,Abeokuta South,Ogun,
4816,OG/0006,Oba Ademola Maternity Hospital,"Ijemo, Abeokuta",,Abeokuta South,Ogun,
4817,OG/0007,Neuropsychiatric Hospital,"Aro, Abeokuta, Ogun State",,Abeokuta North,Ogun,
4818,OG/0009,Kingsmith Hospital & Maternity,"12 Ojodu Road, Akute, Ogun State",,Ifo,Ogun,
4819,OG/0016,Ogun State Dental Clinic,"Abeokuta, Ogun State",Dental,Ogun Water Side,Ogun,
4820,OG/0017,Fontana Pharmaceutical Chemist & Stores Co. Ltd.,"75, Ejinrin Road, Ijebu-Ode, Ogun State",Pharmacy,Ijebu Ode,Ogun,
4821,OG/0018,NATBEL Pharmacy,"A5/32 Hospital Road, Shagamu, Ogun State",Pharmacy,Sagamu,Ogun,
4822,OG/0019,Precious Pharmacy & Stores Ltd.,"114, Awolowo Avenue, Omida, Abeokuta, Ogun State",Pharmacy,Ogun Water Side,Ogun,
4823,OG/0020,A-Z Pharmacy,"68, Okejigbo Street, Abeokuta, Ogun State",Pharmacy,Abeokuta South,Ogun,
4824,OG/0021,Nisam Pharmacy and Stores,"1, Kulo Road, Isabo, Abeokuta, Ogun State",Pharmacy,Ogun Water Side,Ogun,
4825,OG/0022,Centre for Research & Reproductive Health,"Shagamu, Ogun State",Laboratory,Ogun Water Side,Ogun,
4826,OG/0023,Kenny Ogun Lab. Complex,"1, Kenny Ogun Lab. Street., Ilupeju Estate, Ita-Elegba, Abeo",Laboratory,Abeokuta North,Ogun,
4827,OG/0026,"State Hospital, Ijebu-Ode",Ijebu-Ode,,Ijebu Ode,Ogun,
4828,OG/0027,"State Hospital, Abeokuta","Abeokuta, Ogun State",,Abeokuta South,Ogun,
4829,OG/0028,Femtob Pharmaceutical Chemist & Stores,"1 Tal Bot Road, Opp. St. Augustine, Catholic Sch., Ijebu-Ode",Pharmacy,Ijebu Ode,Ogun,
4830,OG/0030,Hetta Medical Centre,"15, Martina Road, Sango, Ota","Radiology, Pharmacy, Laboratory",Ado Odo-Ota,Ogun,
4831,OG/0031,Hetta Medical Centre,"15, Martina Road, Sango, Ota",,Ado Odo-Ota,Ogun,
4832,OG/0032,Larion Medical Centre,"8, Laz Ukwuoma Close, Morogbo Agbara, Lagos.",,Ado Odo-Ota,Ogun,
4833,OG/0034,Rophe Medical Centre,"23, Anambra Crescent, Agbara Estate, Ogun State.",,Ado Odo-Ota,Ogun,
4834,OG/0036,Medicare Clinic,"105, Idi-Iroko Road, Otta, Ogun State.",,Ado Odo-Ota,Ogun,
4835,OG/0039,32 AB MC Abeokuta,"Abeokuta, Ogun State",,Abeokuta North,Ogun,
4836,OG/0040,"321 AR MRS, Abeokuta","Abeokuta, Ogun State",,Abeokuta North,Ogun,
4837,OG/0041,"12 FER MRS, Ijebu-Ode","Ijebu-Ode, Ogun State",,Ijebu North,Ogun,
4838,OG/0042,ESR MRS Owode,"Ogun, Ogun State",,Egbado North,Ogun,
4839,OG/0043,192 Bn MRS Owode,"Owode, Ogun State",,Egbado North,Ogun,
4840,OG/0044,Sick Post Music School,"Otta, Ogun State",,Abeokuta North,Ogun,
4841,OG/0045,"Sick bay NNSS, Abeokuta","Abeokuta, Ogun State",,Abeokuta South,Ogun,
4842,OG/0047,Olutunu Clinics,"Agosa, Idiroko",,Ipokia,Ogun,
4843,OG/0048,Tobiloba Clinic & Maternity,"1 Tobiloba Way off Kuforiji-olubi Estate, Adigbe, Abeokuta",Primary Provider,Abeokuta North,Ogun,
4844,OG/0049,Headstone Medical Centre,"103 Idiroko Road, Owode Yewa",,Egbado South,Ogun,
4845,OG/0050,Adura Majekodunmi Hospital,Akomoje Iberekodo Abeokuta,Primary Provider,Abeokuta North,Ogun,
4846,OG/0051,Fame Medical Centre,No 48 joju Rd Sango Ota,,Ado Odo-Ota,Ogun,
4847,OG/0052,"Mayowa Integrated Medical Services Ltd, Idi-Iroko","1, ALAWODE WAY, IDI-IROKO",,Ipokia,Ogun,
4848,OG/0053,Central Specialist Hospital,133 Idiroko Rd Ota,,Ado Odo-Ota,Ogun,
4849,OG/0054,Bomi Clinics,No 5 Ibi Kunle Str Sango Ota,,Ado Odo-Ota,Ogun,
4850,OG/0055,Twins Specialist Clinic,2 Gate GRA Ota,,Ado Odo-Ota,Ogun,
4851,OG/0056,Hassan Medical Hospital,2 Baale Str Iloye Sango Ota,,Ado Odo-Ota,Ogun,
4852,OG/0057,Ayotola Specialist Hospital,"3 Suraju Odunuga Street, Off Baruwa Str, Sagamu",,Sagamu,Ogun,
4853,OG/0058,Victoria Memorial Hospital,Morogbo Agbara,,Ado Odo-Ota,Ogun,
4854,OG/0059,Lafiya Medical Center,"No 6 Olanode Street Ayetoro Garage, Abeokuta",Primary Provider,Abeokuta South,Ogun,
4855,OG/0060,Soremekun Memorial Hospital,"127 Lagos-Abeokuta Rd, Vespa B/Stop, Ifo",,Ifo,Ogun,
4856,OG/0061,Agboola Hospital Ltd,"19 Olori Rd Baale Aknosi Town, Ajuwon Iju",,Ifo,Ogun,
4857,OG/0062,Agbara Medical centre,"1B Adigbogbo Str Jide, Agbara",,Ado Odo-Ota,Ogun,
4858,OG/0063,Alpha Clinic,"3 Catholic Church Str., Ajegunle Olororo Aiyegbami, Sagamu",,Sagamu,Ogun,
4859,OG/0064,Comprehensive Medical Centre,12 Lisabi Elite Road Idi-Aba,Primary Provider,Abeokuta South,Ogun,
4860,OG/0065,Owokoniran Memorial Hospital,"3 Owokoniran Street, Makun Station, Sagamu",,Sagamu,Ogun,
4861,OG/0066,Federal College Of Education Health Centre Abeokuta,Abeoukuta,Primary Provider,Odeda,Ogun,
4862,OG/0067,Bisoyegboye Medical Centre,"No 1B Taiwo Str, Makun, Sagamu",,Sagamu,Ogun,
4863,OG/0068,Lanik Medical Centre,No 5 Imoru Str Ijebu-Ode,,Ijebu Ode,Ogun,
4864,OG/0069,Naval Sick Bay,Abeokuta,Primary Provider,Obafemi/Owode,Ogun,
4865,OG/0070,Itunu Hospital,48 Tinubu Street Itezko Abeoukuta,Primary Provider,Abeokuta South,Ogun,
4866,OG/0071,Otta Royal Infirmary Hospital & Maternity,"Km 38 Abeokuta express Road, Sango Ota",,Ado Odo-Ota,Ogun,
4867,OG/0072,Akin-Olugbade Hospital,16 Iyalode Street Abeokuta,Primary Provider,Abeokuta North,Ogun,
4868,OG/0073,Faramed Clinics,37 Akinwunmi Street Joji Rd. Ota,Primary Provider,Ado Odo-Ota,Ogun,
4869,OG/0074,Krownfit Medical Centre,"Km 7 Idiroko Road Sango ,Ota",,Ado Odo-Ota,Ogun,
4870,OG/0075,Ariset Medical Centre and Ventures Ltd,6 Akunleyon Street Ota,Primary Provider,Ado Odo-Ota,Ogun,
4871,OG/0076,Rubee Medical Centre Ltd,"Km 38 Abeokuta Motor Road, Sango, Ota",,Ado Odo-Ota,Ogun,
4872,OG/0077,Oluwalogbon Medical Center,Ifelodun Qtrs. Atan Ota,Primary Provider,Ado Odo-Ota,Ogun,
4873,OG/0078,Mulib Hospital,"57 Ijoko Motor Road, Sango Ota",,Ado Odo-Ota,Ogun,
4874,OG/0079,First Line Clinics Hospital and Maternity,Km 2 Idiroko Rd Ota,Primary Provider,Ado Odo-Ota,Ogun,
4875,OG/0080,Ibukun Clinics,"1 Agunloye Street, Otta",,Ado Odo-Ota,Ogun,
4876,OG/0081,Kolade Specialist Hospital,"68 Idiroko Road, Sango Ota",,Ado Odo-Ota,Ogun,
4877,OG/0082,Ota Specialist Hospital Ltd,"67 Idiroko Road, Ota",,Ado Odo-Ota,Ogun,
4878,OG/0083,Barbardox Pharmacy & Stores,10 Llubu Street Oke Ilewo Abeokuta,Pharmacy,Abeokuta South,Ogun,
4879,OG/0084,Fabak Pharmacy & Super Market,142 Vaughan Street Adedotun Abeokuta,Pharmacy,Abeokuta South,Ogun,
4880,OG/0089,VCL Chyme Diagnostic Centre,59 Ijoko Rd. Sango Ota,Laboratory,Ado Odo-Ota,Ogun,
4881,OG/0094,Ibijola Medical Centre,KM 31 Lagos Badagry Express Way Agbara,Surgery,Ado Odo-Ota,Ogun,
4882,OG/0095,Raji Ajao Diagnostic Centre,KM 31 Lagos-Badagry Express Way Agbara,Laboratory,Ado Odo-Ota,Ogun,
4883,OG/0098,Top Class Pharmacy,KM 4 Idiroko Rd.,Pharmacy,Ado Odo-Ota,Ogun,
4884,OG/0100,Temef Pharmacy,"93B Awolowo Avenue, Ibara Abeokuta, Ogun State",Pharmacy,Abeokuta South,Ogun,
4885,OG/0102,DSS Clinic,"Abeokuta, Ogun State",,Abeokuta North,Ogun,
4886,OG/0103,"Police Clinics, Abeokuta",Eleweran,,Sagamu,Ogun,
4887,OG/0104,Federal Polytechnic Medical Centre,"Ilaro, Ogun State",,Egbado South,Ogun,
4888,OG/0105,"University of Agric. Health Centre , Abeokuta","Abeokuta, Ogun State",,Abeokuta North,Ogun,
4889,OG/0107,Diamond Cross Med. Centre,"36 Okejigbo Rd, Iporo Ake, Ogun State",,Abeokuta South,Ogun,
4890,OG/0109,Gbekelolu Medical Centre,"3 Gbeke Opalami Street, Makun Sagamu, Ogun State",,Sagamu,Ogun,
4891,OG/0110,Holy Cross Hospital,"Ijaye Oja Aro Abeokuta, Ogun State",,Abeokuta South,Ogun,
4892,OG/0111,Jesus is Love & Power Hospital,"St. Mary''s Catholic Church Area Alaja, Ifo","Pharmacy, Laboratory",Ifo,Ogun,
4893,OG/0112,Medytop Specialist Clinic,"3 Ejimo Alebiosu Str, Isale Ijagba Sagamu",,Sagamu,Ogun,
4894,OG/0113,New Day Specialist Hospital,"7 Sode Street, Akarigbo Sabo Sagamu, Ogun State",,Sagamu,Ogun,
4895,OG/0114,Omonayajo Health Foundation Hospital,"23 MKO Abiola Way Olorunsogo Oke Ola, Abeokuta, Ogun State",,Abeokuta South,Ogun,
4896,OG/0115,Ore-Ofe Clinic,"88A Ejirin Rd Ijebu-Ode, Ogun State",,Ijebu Ode,Ogun,
4897,OG/0116,Sacred Heart Hospital,"Lantoro Abeokuta, Ogun State",,Abeokuta South,Ogun,
4898,OG/0118,first medical diag. services,"24a, sokenu road, oke-ijeun,abeokuta",Laboratory,Abeokuta South,Ogun,
4899,OG/0120,JAT DIAGNOSTIC CENTER,"136 AKARIGBO STREET, SAGAMU",Laboratory,Sagamu,Ogun,
4900,OG/0125,OTA SPECIALIST HOSPITAL,"67, IDIROKO ROAD, OTA",Surgery,Ado Odo-Ota,Ogun,
4901,OG/0128,STANDARD MEDICAL DIAG. CENTER,"3 ABEOKUTA ROAD,IJEBU-ODE",LABORATORY,Ijebu Ode,Ogun,
4902,OG/0129,Hossana Specialist Hospital,"Oja Odan Road, Ilaro",,Egbado South,Ogun,
4903,OG/0130,Access Oral Healthcare Services Dental Clinic,"1 Ogo Oluwa Bankole Crescent, Ibara Housing Estate, Abeokuta",,Abeokuta South,Ogun,
4904,OG/0131,Korede Hospital Ltd,"17 Onikolobo Road, Ibara, Abeokuta",,Abeokuta South,Ogun,
4905,OG/0133,Joseph Specialist Hospital,"5, Surulere Street off Lalubu Street, Oke Ilewo, Abeokuta",,Abeokuta South,Ogun,
4906,OG/0136,Overcomers Specialist Hospital,"1 New Koregun Street, Behind Mouka Foam, Town Planning Area, Ilishan",,Ikenne,Ogun,
4907,OG/0138,Blooms Pharmacy & Stores,"56 Bonajo Street, Ijebu Ode",Pharmacy,Ijebu Ode,Ogun,
4908,OG/0139,Toun Chemist & Variety Stores,"94 Folagbade Street, Ijebu Ode",Phamarcy,Ijebu Ode,Ogun,
4909,OG/0140,Lead Hospital,"6 Fashola Street off Pipeline Road, Behind Mountain of Fire Church, Asore-Ajuwon",,Ifo,Ogun,
4910,OG/0141,Aladewura Clinic,"33A Kuto Road, Abeokuta",,Abeokuta South,Ogun,
4911,OG/0142,Ore Ofe Elshaddai Clinic,"6 Isope Road off Ejirin Road, Texaco Junction, Ijebu Ode",,Ijebu Ode,Ogun,
4912,OG/0144,Olabisi Onabanjo University Teaching Hospital Shagamu,"Shagamu, Ogun State",,Sagamu,Ogun,
4913,OG/0146,Shalom Hospital & Maternity Home,"71 Ilugun Road, Mokola, Abeokuta",,Abeokuta North,Ogun,
4914,OG/0148,Soremekun Memorial Hospital,"127 Lagos-Abeokuta Rd, Vespa B/Stop, Ifo",Internal Medicine,Ifo,Ogun,
4915,OG/0149,Adeyemi Medical Centre,"4 Muri Abiola Street, Agbado Station",,Ifo,Ogun,
4916,OG/0151,Anuolu Poly Clinic,"25 Sokabi Street, Isara Remo",,Remo North,Ogun,
4917,OG/0152,Lafia Kowa Specialist Hospital,"12 Ejirin Road, Ijebu Ode",,Ijebu Ode,Ogun,
4918,OG/0156,Olu-Ola Specialist Hospital,"12B Odo-Egbo Street, Ijebu Ode",,Ijebu Ode,Ogun,
4919,OG/0157,Apex Medical Diagnostic,"8, Ayoola Shopping Complex",Laboratory,Abeokuta South,Ogun,
4920,OG/0158,Akobi Specialist Hospital,"Plot 5, Blk vw, Molipa Community layout, Ijebu-Ode",,Ijebu Ode,Ogun,
4921,OG/0159,Akobi Specialist Hospital,"Plot 5, Blk vw, Molipa Community layout, Ijebu-Ode","Surgery, O&G",Ijebu Ode,Ogun,
4922,OG/0160,Cornerstone Hospital,"Beside Akute Grammar School, Akute",,Ifo,Ogun,
4923,OG/0161,Azygus Hospital & Maternity,"12 Adekunle Adebayo Avenue, Ilupeju Estate, Agbado",,Ifo,Ogun,
4924,OG/0164,Michael & Alice Memorial Hospital,"Plot 2, Block 31, Kemta Estate, Ajebo Road, Abeokuta",,Obafemi/Owode,Ogun,
4925,OG/0165,Bisted Medical Clinic & Maternity,"KM2 Abeokuta-Lagos Road, Beside Target Petrol Station",,Abeokuta North,Ogun,
4926,OG/0166,Shaje Hospital,"OOUTH Annex, Quarry Road, Shaje, Abeokuta",,Abeokuta South,Ogun,
4927,OG/0167,St Shilo Medical Centre,"35 Olujimi Fashola Street off Ilo Awele Road, Toll Gate, Ota",,Ado Odo-Ota,Ogun,
4928,OG/0168,Mamre Medical Centre,"13 Ijoko Road, Arifanla, Akute",,Ifo,Ogun,
4929,OG/0170,Healing Spring Medical Centre,"23 Ilishan Road, Iperu",,Ijebu Ode,Ogun,
4930,OG/0171,P.R Peterson Medical Centre,"6 Adewale Adetokunbo Street, along NTA Road, Ijebu-Ode",,Ijebu Ode,Ogun,
4931,OG/0172,Bode Medical Centre,"1 Odebunmi Street, Akute",,Ifo,Ogun,
4932,OG/0173,Victory Dental Clinic,"46 Surulere Street, Cele B/Stop, Akute",Dental,Ifo,Ogun,
4933,OG/0174,Amazing Grace Hospital,"7 Iloro Street, Off New Road, Ijebu-Ode","Laboratory, Pharmacy",Ijebu Ode,Ogun,
4934,OG/0176,First Alpha Medical Centre,"Kuforiji Olubi Drive, Adigbe, Abeokuta",,Abeokuta South,Ogun,
4935,OG/0178,Redemption Hospital,"Opp Deeper Life Camp, off Major Thompson, Sabo, Sagamu",,Sagamu,Ogun,
4936,OG/0179,Abilak Medical Centre,"Techno B/Stop, opp Access School, Ifo",,Ifo,Ogun,
4937,OG/0180,J-Pillar Clinic and Maternity,"8 Iyana Iyesi Junction, Iyana Iyesi, Ota",,Ado Odo-Ota,Ogun,
4938,OG/0181,Beachland Specialist Hospital,"Plot 10 Alfirdaus Estate, Arepo, Off Lagos-Abeokuta Express Way",,Obafemi/Owode,Ogun,
